"File","Path","Bytes","SHA256"
"09_claim_robustness_audit.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_claim_robustness_audit.csv",195419,"5AEA1671D9D08754337D0CA8CC84E9B586969CAFEFD93FC14CFD97870643FD86"
"09_completion_status.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_completion_status.csv",295,"9BE9D0D522081E9024695970C3B02A720498CDFC90E4DEA6F25E0B8ACCD9CACC"
"09_d11_archive_hash_gate.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d11_archive_hash_gate.csv",4146,"ADB93259211B70FC28E357E5D8899EB675B49148E3039C17EEE0CBB257F5AFBC"
"09_d11_conditions.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d11_conditions.csv",5376,"9FC33497858E334552A1B01FA56DC148230C51078E126359412E388F58049CCF"
"09_d11_edge_comparison_long.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d11_edge_comparison_long.csv",40952,"290DD2A003DBE5965388D3F340B0329E93AA035C19E90CFFCCD47263FD150B78"
"09_d11_pairwise_networks_gamma050.rds","D:/ANES_code/ANES_dissertation/outputs/models/sensitivity/09_d11_pairwise_networks_gamma050.rds",573489,"1DCBFA1B06102ACCBB1C9DB92086B1B2FB129281675E71F34240F882B744E01B"
"09_d11_primary_comparison.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d11_primary_comparison.csv",1590,"BF7652DF4217FF47C7176807E64B28BA96DF95F0A321627091131DA30709FA5C"
"09_d11_validation.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d11_validation.csv",1374,"A09DEFC72FB855D238C1F2FE38F2BD8F47A3661C6EE8F31D4D95A8D56CD82F6B"
"09_d15_edge_comparison_long.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d15_edge_comparison_long.csv",82755,"A960D5F97FDD1728C0E08745EC1649A2B769A883E008B5DFC09C07020E717A40"
"09_d15_reuse_validation.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d15_reuse_validation.csv",399,"6057A9A8A29EA5A64945C6801F90D79C9C243B92AA2913C685DBF9F8A90BD3C2"
"09_d15_source_graph_gate.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d15_source_graph_gate.csv",864,"11683CEE9ED3583D733DFFCB1C4AFB87604B41AC6A081B4E9F1B54CE4C039190"
"09_d15_weighted_network_summary.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d15_weighted_network_summary.csv",2787,"E70721351781ECF058F8F6B3B8E722B5DF4BC571BD10DF802D3DB5B131966AB4"
"09_d19_all_internet_networks.rds","D:/ANES_code/ANES_dissertation/outputs/models/sensitivity/09_d19_all_internet_networks.rds",4870,"3C43FFC07E92B27C584EFEA978EC9E3E8AC196AB67D69772D5C47E83143E922E"
"09_d19_category_frequencies.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d19_category_frequencies.csv",4515,"CD020FB5AD9C2E3864B9852065DCBF9737DFEE3C21F876A79CF1DA10A633B75E"
"09_d19_correlation_types.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d19_correlation_types.csv",7576,"76B2CFAA6B571E98B1478892E3769FBFFC05C553A736045A203DDA50058DDEB3"
"09_d19_edge_comparison_long.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d19_edge_comparison_long.csv",33162,"87D9C0AC65A24BFB547C5D47AB96A27321C480ECE108D751640A7EA3F8D3F133"
"09_d19_matrix_diagnostics.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d19_matrix_diagnostics.csv",560,"51145D55CFF2A9A37164A30C5D9AA304587144717BB815FE0E5E76E1837D2880"
"09_d19_pairwise_cell_diagnostics.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d19_pairwise_cell_diagnostics.csv",167959,"86BEFE4A6699675677869E1DF5F70831AED94B62449AEAA645C5FEAA19A94DCC"
"09_d19_polychoric_conditions.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d19_polychoric_conditions.csv",1717,"B2DC9DBB0C05C899449E3B4A801BDA672414FE21244C66A6D58BDC873579B73D"
"09_d19_primary_comparison.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d19_primary_comparison.csv",1377,"75D9AAE0D00DF5F22ACB25DB9032B5D064110C354D3F655D71FBF366519AD715"
"09_d19_validation.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d19_validation.csv",1045,"89D3F70C597BA14A7BA8D44ACCB91C892B259E7415581691435EA901FD87C523"
"09_d20a_gamma025_conditions.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d20a_gamma025_conditions.csv",3029,"E76939553AD881056DA3C252CAE7D80B6BFC7F5D2E54D68AA1884CBF6CC76F4B"
"09_d20a_gamma025_edge_comparison_long.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d20a_gamma025_edge_comparison_long.csv",34876,"3C4C87155F6181F99579E34F1851392BC11B68ACE3EE237FA9CE13FABD0E8E0B"
"09_d20a_gamma025_networks.rds","D:/ANES_code/ANES_dissertation/outputs/models/sensitivity/09_d20a_gamma025_networks.rds",2985,"A6A07CD75BA0A6C755A96D168B3E447804F84411C98F72E4594CA889573D1563"
"09_d20a_gamma025_primary_comparison.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d20a_gamma025_primary_comparison.csv",1095,"351BA7C73619A3889EB6A340B4452E76CFAC8050A24610CA9C874E1B5C54F829"
"09_d20a_gamma025_validation.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d20a_gamma025_validation.csv",668,"9D972088522AB7CC80A9332B62A45EB78B76228DD99144F7322566687F007FBB"
"09_d20a_no_vcf0839_conditions.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d20a_no_vcf0839_conditions.csv",1704,"ECA18617728207FB739C4167E5503A3CE600C09675FB743994AB265401E93E7C"
"09_d20a_no_vcf0839_edge_comparison_long.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d20a_no_vcf0839_edge_comparison_long.csv",32469,"524B6AE751562DF4EEE0EACB59501CDFE34E25622E4E83929D25CD82D584B6A0"
"09_d20a_no_vcf0839_identity_validation.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d20a_no_vcf0839_identity_validation.csv",1484,"7A308C11D1A0E393FD97C129E4C38183F2CE3934824FEFDF314993BEF23BC4B3"
"09_d20a_no_vcf0839_networks.rds","D:/ANES_code/ANES_dissertation/outputs/models/sensitivity/09_d20a_no_vcf0839_networks.rds",3390,"132BAFDF1DCBE14E3CEA02B95129BA045FFC8B7AFEF5C54F6FBC09F25CF7D5DC"
"09_d20a_no_vcf0839_primary_comparison.csv","D:/ANES_code/ANES_dissertation/outputs/tables/sensitivity/09_d20a_no_vcf0839_primary_comparison.csv",1320,"E45C1AE282C34DC283035B8BCA68EC1C301EAEF1697D083A8B6F418B0EA94D7A"
