"Module_ID","Variant","Wave","Edge_ID","Node_1","Node_2","Edge_weight_primary","Edge_weight_sensitivity","Retained_primary","Retained_sensitivity","Sign_primary","Sign_sensitivity","Signed_difference","Absolute_difference","Retained_status_changed","Sign_reversed","Robustness_status","Estimation_status"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0806--VCF0809","VCF0806","VCF0809",0.37199407703599,0.378391668528793,TRUE,TRUE,"POSITIVE","POSITIVE",0.00639759149280339,0.00639759149280339,FALSE,FALSE,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0806--VCF0838","VCF0806","VCF0838",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0809--VCF0838","VCF0809","VCF0838",0.055711694432488,0.0543235686249798,TRUE,TRUE,"POSITIVE","POSITIVE",-0.00138812580750821,0.00138812580750821,FALSE,FALSE,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0806--VCF0839","VCF0806","VCF0839",0.202102045526152,0.167436579518275,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0346654660078776,0.0346654660078776,FALSE,FALSE,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0809--VCF0839","VCF0809","VCF0839",0.109000188940431,0.0804751104494008,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0285250784910303,0.0285250784910303,FALSE,FALSE,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0838--VCF0839","VCF0838","VCF0839",0.0766442393357764,0.0371780036524478,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0394662356833287,0.0394662356833287,FALSE,FALSE,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0806--VCF0879a","VCF0806","VCF0879a",0.0181396986119873,0.0365951851176204,TRUE,TRUE,"POSITIVE","POSITIVE",0.0184554865056331,0.0184554865056331,FALSE,FALSE,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0809--VCF0879a","VCF0809","VCF0879a",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0838--VCF0879a","VCF0838","VCF0879a",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0839--VCF0879a","VCF0839","VCF0879a",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0806--VCF0888","VCF0806","VCF0888",-0.0229081218231701,0,TRUE,FALSE,"NEGATIVE","ZERO",0.0229081218231701,0.0229081218231701,TRUE,FALSE,"CHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0809--VCF0888","VCF0809","VCF0888",-0.0294227504442804,-0.0477242046927813,TRUE,TRUE,"NEGATIVE","NEGATIVE",-0.0183014542485009,0.0183014542485009,FALSE,FALSE,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0838--VCF0888","VCF0838","VCF0888",-0.0374456271586838,0,TRUE,FALSE,"NEGATIVE","ZERO",0.0374456271586838,0.0374456271586838,TRUE,FALSE,"CHANGED","REUSED_VALIDATED_POINT_NETWORK"
"S09_D15_WEIGHT","W_CDF",2004,"VCF0839--VCF0888","VCF0839","VCF0888",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
