"Module_ID","Variant","Wave","Edge_ID","Node_1","Node_2","Edge_weight_primary","Edge_weight_sensitivity","Retained_primary","Retained_sensitivity","Sign_primary","Sign_sensitivity","Signed_difference","Absolute_difference","Retained_status_changed","Sign_reversed","Robustness_status","Estimation_status"
"S09_D19_MODE","ALL_INTERNET",2012,"VCF0806--VCF0809","VCF0806","VCF0809",0.303846021908369,0.311177001873133,TRUE,TRUE,"POSITIVE","POSITIVE",0.00733097996476351,0.00733097996476351,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D19_MODE","ALL_INTERNET",2012,"VCF0806--VCF0838","VCF0806","VCF0838",0.163141088733884,0.182393671930996,TRUE,TRUE,"POSITIVE","POSITIVE",0.0192525831971115,0.0192525831971115,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D19_MODE","ALL_INTERNET",2012,"VCF0809--VCF0838","VCF0809","VCF0838",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D19_MODE","ALL_INTERNET",2012,"VCF0806--VCF0839","VCF0806","VCF0839",0.234328527509928,0.246442780230385,TRUE,TRUE,"POSITIVE","POSITIVE",0.0121142527204569,0.0121142527204569,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D19_MODE","ALL_INTERNET",2012,"VCF0809--VCF0839","VCF0809","VCF0839",0.189210653527643,0.180756234620534,TRUE,TRUE,"POSITIVE","POSITIVE",-0.00845441890710916,0.00845441890710916,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D19_MODE","ALL_INTERNET",2012,"VCF0838--VCF0839","VCF0838","VCF0839",0,0.010459451598905,FALSE,TRUE,"ZERO","POSITIVE",0.010459451598905,0.010459451598905,TRUE,FALSE,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D19_MODE","ALL_INTERNET",2012,"VCF0806--VCF0879a","VCF0806","VCF0879a",0.0493033840706338,0.0245460771433251,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0247573069273087,0.0247573069273087,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D19_MODE","ALL_INTERNET",2012,"VCF0809--VCF0879a","VCF0809","VCF0879a",-0.0194987239175984,0,TRUE,FALSE,"NEGATIVE","ZERO",0.0194987239175984,0.0194987239175984,TRUE,FALSE,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D19_MODE","ALL_INTERNET",2012,"VCF0838--VCF0879a","VCF0838","VCF0879a",0,-0.00615264977055309,FALSE,TRUE,"ZERO","NEGATIVE",-0.00615264977055309,0.00615264977055309,TRUE,FALSE,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D19_MODE","ALL_INTERNET",2012,"VCF0839--VCF0879a","VCF0839","VCF0879a",0.0243666958303837,0.0134801040092938,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0108865918210899,0.0108865918210899,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D19_MODE","ALL_INTERNET",2012,"VCF0806--VCF0888","VCF0806","VCF0888",-0.023095672005309,-0.0309417184302985,TRUE,TRUE,"NEGATIVE","NEGATIVE",-0.00784604642498946,0.00784604642498946,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D19_MODE","ALL_INTERNET",2012,"VCF0809--VCF0888","VCF0809","VCF0888",0.0462895145169454,0.0483981554219524,TRUE,TRUE,"POSITIVE","POSITIVE",0.00210864090500705,0.00210864090500705,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
