"Node_1","Node_2","Pair_key","Edge_label","2012__no_college_degree","2012__college_or_advanced","2016__no_college_degree","2016__college_or_advanced","2020__no_college_degree","2020__college_or_advanced","2024__no_college_degree","2024__college_or_advanced"
"VCF0806","VCF0809","1|2","HEA - JOB",0.314129811104201,0.269096217542581,0.359535103572043,0.344138683308747,0.345654348157917,0.332967313519531,0.266853691557512,0.314446649430684
"VCF0806","VCF0838","1|3","HEA - ABO",0.125051067336339,0.209265764851778,0.131861288888367,0.245293162025142,0.198552078133446,0.194403105963207,0.0792279072757887,0.138640544597921
"VCF0806","VCF0839","1|4","HEA - SER",0.20392354669631,0.283545655430949,0.162612654299732,0.207942298538972,0.201761989180293,0.230260051180307,0.14705691449588,0.202893958088343
"VCF0806","VCF0879a","1|5","HEA - IMM",0.0318653016463469,0.0277559248378718,0.0502187148074353,0.0784531388897405,0.0420109091802223,0.068634738755521,0.00982264829355085,0.000723920221838306
"VCF0806","VCF0888","1|6","HEA - CRI",0,-0.0126600444724573,-0.126995291066065,-0.0168921295410824,-0.152956620064488,-0.134551537093589,-0.110339774017324,-0.118283694563445
"VCF0806","VCF0890","1|7","HEA - SCH",0.0686667330198409,0.0149221786212767,0.108603540311051,0,0.0429205479320034,0.065054199320793,0.114732332043166,0.0583623648756103
"VCF0806","VCF0894","1|8","HEA - WEL",0.139265758439623,0.176492518254632,0.115135571861175,0.101978756506618,0.0963464447758621,0.0598326847043004,0.14517828900853,0.0578775977369953
"VCF0806","VCF9223","1|9","HEA - LJT",0,0.0560010405711913,0,0.0538898611905335,0.0100677482328789,0.0522172082501678,0.111020846932341,0.112388249249192
"VCF0809","VCF0838","2|3","JOB - ABO",0,0,-0.0358618327649292,-0.106491054805313,0.0125654551393711,0.05282704032314,0.0844998018663684,0.0966035378202624
"VCF0809","VCF0839","2|4","JOB - SER",0.163383496686603,0.235343174932423,0.195951558479148,0.258513937091266,0.263170234267459,0.271644723710987,0.310125561501035,0.232238740656613
"VCF0809","VCF0879a","2|5","JOB - IMM",0,-0.0283250965891654,0,0.00885299711983075,0.0489107281431116,0.00889375544138231,0.00210920878242845,0
"VCF0809","VCF0888","2|6","JOB - CRI",0.0231777314617163,0.0642170496217022,0,0,0,-0.0673313720502104,-0.042648848781185,-0.0309064568573577
"VCF0809","VCF0890","2|7","JOB - SCH",0.104392788718996,0.0715169782021604,0.056557371349768,0.0269842070911038,0.104572423833291,0.0939743061540052,0.0862248873844311,0.0572318394494758
"VCF0809","VCF0894","2|8","JOB - WEL",0.140658787905203,0.155284099785058,0.155831433256029,0.194452343784377,0.155482389572761,0.162903958882011,0.139332132195131,0.192746364082277
"VCF0809","VCF9223","2|9","JOB - LJT",-0.0219653453321536,0,0,0,0,0,0,0
"VCF0838","VCF0839","3|4","ABO - SER",0,0.0330611500653635,0.0725629822081557,0.0499984614129959,0.0181613041990504,0.0538031650430044,0.127697700370257,0.0558890543487986
"VCF0838","VCF0879a","3|5","ABO - IMM",0,0,0.000345517396520824,0,0,0.00744475377974137,0.0137468688878261,0
"VCF0838","VCF0888","3|6","ABO - CRI",-0.0837690675483966,-0.0972958581987667,-0.0681550074773843,-0.108899096609634,-0.214496528321902,-0.116716140134773,-0.103748643358965,-0.11666131469049
"VCF0838","VCF0890","3|7","ABO - SCH",0.155060784418785,0.168438981234972,0.102882183501794,0.110584996305207,0.168801906965314,0.0945877983541494,0.0548944735828217,0.152502443541857
"VCF0838","VCF0894","3|8","ABO - WEL",-0.0567266446456354,0.00360051141275565,0,0.104503631020534,0.0180985756075531,0.110368355926429,0.049577163479253,0.0847344350616171
"VCF0838","VCF9223","3|9","ABO - LJT",0.0798901157992345,0.100871274803591,0.0991857105982312,0.164383268782931,0.131680407191609,0.115092465199481,0.247669182195128,0.198920991241782
"VCF0839","VCF0879a","4|5","SER - IMM",0.0291603777162078,0,0,0.0220501506267234,0,0,0.019708854043676,0
"VCF0839","VCF0888","4|6","SER - CRI",0.027896487942884,0,0,0.0691712603044174,0,0.0451700609483132,-0.0200503580482669,-0.0674754684833617
"VCF0839","VCF0890","4|7","SER - SCH",0.262604692082162,0.251287921404576,0.215721559297516,0.289847152637583,0.230626639618401,0.239714481301498,0.256109657274246,0.281278681267527
"VCF0839","VCF0894","4|8","SER - WEL",0.285343729688174,0.328648691691602,0.313259141520291,0.351748180703386,0.251189642967361,0.238960597894267,0.170185210833259,0.261165825861004
"VCF0839","VCF9223","4|9","SER - LJT",0.0224320615323463,0.0622537020415194,0.028859509930681,0,0,0.0276535593116474,0.0196413430677263,0.014483269431701
"VCF0879a","VCF0888","5|6","IMM - CRI",-0.0799639310811608,-0.158056779088656,-0.0842952836006459,-0.0692865535274189,-0.0791202854745479,-0.230192201998022,-0.0648930651039733,-0.152563346981554
"VCF0879a","VCF0890","5|7","IMM - SCH",-0.0099031668031458,-0.040559871192477,0.0147653805179254,0.0254683512468829,0.021709427085307,0.0226743472300467,0.017772367230021,0.0146461576113498
"VCF0879a","VCF0894","5|8","IMM - WEL",0.111202804066509,0.197133957318376,0.265473929294794,0.155735399193591,0.194972435013118,0.254954123603248,0.0943225598015575,0.121535690539764
"VCF0879a","VCF9223","5|9","IMM - LJT",0.444924043695566,0.425341202936038,0.408313716975423,0.441880858697991,0.450879350905524,0.386559327932715,0.237187649079539,0.238454231995103
"VCF0888","VCF0890","6|7","CRI - SCH",0.314057704841356,0.273919880997384,0.224267747173254,0.183556228149216,0.160016981794788,0.13021606709857,0.189358078232176,0.202919844866077
